user_id,followers_count,following_count,status_count,created_at,favorites_count,verified
2190549734,246,121,7187,Tue Nov 12 15:26:38 +0000 2013,1239,False
49718378,1058,913,42133,Mon Jun 22 18:34:30 +0000 2009,1789,False
28785486,15894356,511,317295,Sat Apr 04 12:40:32 +0000 2009,24,True
2205216463,372,940,1500,Wed Nov 20 16:38:06 +0000 2013,215,False
227858116,104,289,1442,Sat Dec 18 01:04:44 +0000 2010,334,False
822350587,4,19,131,Thu Sep 13 23:28:53 +0000 2012,32,False
777980351478173696,614,24,1255,Mon Sep 19 21:19:04 +0000 2016,6500,False
940350733194539009,601,598,18978,Mon Dec 11 22:41:00 +0000 2017,40496,False
600730992,30,12,37155,Wed Jun 06 03:42:28 +0000 2012,8,False
1053432535,992,5000,165445,Tue Jan 01 20:27:27 +0000 2013,54306,False
17940394,397,626,67071,Sun Dec 07 12:58:50 +0000 2008,10196,False
9300262,4276470,1526,339121,Mon Oct 08 00:29:38 +0000 2007,80,True
1027809378,51153,50313,203501,Sat Dec 22 05:26:53 +0000 2012,561416,False
16580616,1983,1002,29212,Fri Oct 03 17:19:55 +0000 2008,25179,False
127238794,1651,1148,41180,Sun Mar 28 15:00:19 +0000 2010,76506,False
26793734,103746,1560,61550,Thu Mar 26 17:03:32 +0000 2009,12164,True
421047121,6392,3649,360678,Fri Nov 25 12:39:30 +0000 2011,56199,False
26181751,965,1417,77289,Tue Mar 24 05:02:05 +0000 2009,15187,False
2241270623,5994,4154,25232,Tue Dec 24 08:50:57 +0000 2013,9566,False
1039354924205629440,1251,2193,17597,Tue Sep 11 03:28:18 +0000 2018,70504,False
15135715,77468,240,66695,Mon Jun 16 16:24:45 +0000 2008,393,True
200846651,183161,2321,34352,Sun Oct 10 12:41:54 +0000 2010,42592,True
1160775618,14159,12834,330906,Fri Feb 08 17:43:52 +0000 2013,4339,False
340367718,1155,589,87568,Fri Jul 22 15:51:13 +0000 2011,35908,False
69081746,1272,2344,235075,Wed Aug 26 20:11:43 +0000 2009,65,False
47884124,6315,764,37969,Wed Jun 17 07:00:24 +0000 2009,4998,False
1042435416257835008,8,6,4922,Wed Sep 19 15:29:05 +0000 2018,0,False
15297709,8236,891,45884,Wed Jul 02 13:07:50 +0000 2008,17537,False
2166639265,2810,2644,54925,Thu Oct 31 13:33:45 +0000 2013,61161,False
18440161,1292,4918,28243,Mon Dec 29 02:34:17 +0000 2008,36411,False
196832041,2049,3842,17830,Thu Sep 30 00:45:39 +0000 2010,563,False
411446545,13275,10711,35237,Sun Nov 13 12:33:50 +0000 2011,90733,False
19655686,21369,22583,57961,Wed Jan 28 15:08:57 +0000 2009,30869,False
26439527,1940,1826,573916,Wed Mar 25 05:35:48 +0000 2009,1888,False
625289966,905,337,17780,Tue Jul 03 05:39:25 +0000 2012,20163,False
992232814912397312,3184,4074,15164,Fri May 04 02:41:52 +0000 2018,2154,False
108230149,45,163,1897,Mon Jan 25 07:57:07 +0000 2010,3017,False
211038663,110,121,8244,Tue Nov 02 03:41:43 +0000 2010,16735,False
20444033,196,382,7284,Mon Feb 09 16:01:31 +0000 2009,1121,False
1362237086,1813,1013,26504,Thu Apr 18 15:38:11 +0000 2013,120832,False
152917502,8255,4677,510582,Mon Jun 07 06:00:29 +0000 2010,22,False
131571364,1816,1544,400102,Sat Apr 10 17:35:04 +0000 2010,0,False
2921438129,892,1441,111689,Sun Dec 14 14:26:35 +0000 2014,10,False
835898041534201856,4851,5099,86719,Sun Feb 26 17:03:18 +0000 2017,480,False
148863656,6,142,4455,Thu May 27 20:22:27 +0000 2010,292,False
956285532622827527,15932,10,920,Wed Jan 24 22:00:12 +0000 2018,1352,True
1101343261,252,92,3000,Fri Jan 18 16:01:56 +0000 2013,4,False
2422836344,335,188,16580,Wed Apr 02 00:00:12 +0000 2014,80,False
823827147672272897,10,59,22184,Tue Jan 24 09:37:52 +0000 2017,0,False
2655467592,3,8,2201,Fri Jul 18 02:35:47 +0000 2014,0,False
164431348,2897,3359,22509,Thu Jul 08 21:36:24 +0000 2010,2169,False
993312047491375104,176,355,1543,Mon May 07 02:10:21 +0000 2018,5913,False
2783180225,4802,0,260501,Thu Sep 25 00:17:24 +0000 2014,1466,False
100856169,182,235,42187,Thu Dec 31 22:33:15 +0000 2009,0,False
1024089138151215104,97,41,5123,Tue Jul 31 00:27:31 +0000 2018,19855,False
54317462,2700,5001,127235,Mon Jul 06 20:11:28 +0000 2009,78996,False
424937613,1043,1099,1429,Wed Nov 30 10:43:11 +0000 2011,137,False
54362591,59894,604,6542,Mon Jul 06 22:52:27 +0000 2009,1812,False
807095,47289597,906,407422,Fri Mar 02 20:41:42 +0000 2007,18412,True
1967626670,102,0,233211,Thu Oct 17 21:29:40 +0000 2013,0,False
240649372,50,177,231,Thu Jan 20 12:15:52 +0000 2011,1,False
237064482,1680,1824,40838,Wed Jan 12 00:36:40 +0000 2011,734,False
873305105260400640,11698,10339,9523,Fri Jun 09 22:25:37 +0000 2017,25019,False
1018513117633024005,1,4,9,Sun Jul 15 15:10:25 +0000 2018,13,False
2962665473,801,4763,72055,Mon Jan 05 20:27:43 +0000 2015,1147,False
4207731253,16683,670,9805,Thu Nov 12 02:21:43 +0000 2015,16242,False
54733279,1428,1661,11894,Wed Jul 08 00:16:32 +0000 2009,8383,False
1365718207,1413,2106,39624,Sat Apr 20 00:13:37 +0000 2013,18278,False
4333676475,963,843,880,Mon Nov 30 23:17:20 +0000 2015,1087,False
967888967658950656,20661,18562,107382,Sun Feb 25 22:28:07 +0000 2018,435892,False
579955173,5952,4770,19990,Mon May 14 13:23:29 +0000 2012,0,False
18195250,762,532,1754,Wed Dec 17 18:18:26 +0000 2008,437,False
2481540306,443,265,83865,Wed May 07 06:46:56 +0000 2014,3064,False
47797152,1879,2778,5680,Wed Jun 17 00:54:58 +0000 2009,15751,False
81750005,50,5,163,Mon Oct 12 03:14:37 +0000 2009,0,False
1289485338,90,248,6404,Fri Mar 22 19:40:28 +0000 2013,7318,False
1029355605650288640,2107,2243,13065,Tue Aug 14 13:14:35 +0000 2018,19713,False
988966586013900801,10,82,728,Wed Apr 25 02:23:03 +0000 2018,856,False
3053928455,139,444,31366,Sun Feb 22 21:15:06 +0000 2015,13111,False
182301577,11583,12427,273088,Tue Aug 24 08:44:10 +0000 2010,28595,False
15438211,2626,9,58371,Tue Jul 15 08:04:41 +0000 2008,144,False
3697981583,13,80,16424,Fri Sep 18 15:58:26 +0000 2015,2,False
18510860,845371,231,223553,Wed Dec 31 17:21:13 +0000 2008,1613,True
36900257,463,876,80014,Fri May 01 06:47:15 +0000 2009,88238,False
620484097,4019,3732,41575,Thu Jun 28 00:37:00 +0000 2012,0,False
13492102,38560,2438,64580,Thu Feb 14 22:18:56 +0000 2008,11919,True
22289204,2826,1813,1582,Sat Feb 28 19:55:49 +0000 2009,588,False
412327246,1214,1,123939,Mon Nov 14 15:03:03 +0000 2011,0,False
224704470,14386,12080,13485,Thu Dec 09 17:21:07 +0000 2010,381,False
894133937705951232,198,316,14484,Sun Aug 06 09:51:57 +0000 2017,38120,False
2303262378,1132,1584,159579,Tue Jan 21 15:32:37 +0000 2014,0,False
2235695554,77,210,2441,Sat Dec 21 03:17:32 +0000 2013,14030,False
454345598,54,252,3621,Tue Jan 03 22:05:24 +0000 2012,187,False
15084080,1998,2194,24421,Wed Jun 11 12:14:06 +0000 2008,92,False
192279318,907,1999,34195,Sat Sep 18 17:47:00 +0000 2010,860,False
724702259712499713,1808,1698,19571,Mon Apr 25 20:50:57 +0000 2016,0,False
1921705693,4005,4528,64181,Tue Oct 01 00:02:14 +0000 2013,188317,False
229193474,462,798,1005,Tue Dec 21 19:35:37 +0000 2010,2670,False
201509748,381,186,8828,Tue Oct 12 00:44:22 +0000 2010,5574,False
838595784207708160,1785,1039,72021,Mon Mar 06 03:43:10 +0000 2017,97137,False
38196575,384,1627,1255,Wed May 06 15:09:25 +0000 2009,327,False
1002822897587519488,145,478,602,Sat Jun 02 08:03:05 +0000 2018,3189,False
84523588,2102,2487,799031,Fri Oct 23 06:39:07 +0000 2009,504,False
32387787,3489,3797,62234,Fri Apr 17 12:39:13 +0000 2009,40473,False
480986000,82,505,12983,Thu Feb 02 04:54:29 +0000 2012,44978,False
1030638793949409280,0,0,1787,Sat Aug 18 02:13:31 +0000 2018,0,False
435972218,319,264,29717,Tue Dec 13 16:59:52 +0000 2011,0,False
160576109,9932,1128,18853,Mon Jun 28 15:23:25 +0000 2010,27490,False
468118916,121,79,29446,Thu Jan 19 05:56:38 +0000 2012,1,False
21993071,71723,73849,1194858,Thu Feb 26 09:17:07 +0000 2009,2,False
966179015789891585,156,259,19776,Wed Feb 21 05:13:22 +0000 2018,10281,False
722236180226441216,1501,2639,22682,Tue Apr 19 01:31:38 +0000 2016,137652,False
782162030941700096,3256,4988,51164,Sat Oct 01 10:15:34 +0000 2016,46169,False
806575117992132614,38,167,53961,Wed Dec 07 19:04:28 +0000 2016,1074,False
2463732438,1806,1613,2371,Fri Apr 25 22:14:18 +0000 2014,270,False
829061809135030272,28422,2086,4886,Tue Feb 07 20:18:33 +0000 2017,959,True
19723283,3559,1251,77146,Thu Jan 29 17:57:08 +0000 2009,907,False
59212679,1750,1963,32460,Wed Jul 22 18:55:05 +0000 2009,118875,False
2518492394,7970,560,6213,Fri May 23 19:18:24 +0000 2014,3250,True
4192705452,93276,81133,35570,Tue Nov 10 18:02:01 +0000 2015,2180,False
60223057,11133,12981,8072,Sun Jul 26 03:38:05 +0000 2009,8,False
1307196882,8344,842,13036,Wed Mar 27 11:10:10 +0000 2013,16148,False
19455864,23882,6403,32837,Sat Jan 24 18:01:32 +0000 2009,46299,True
392636701,1529,1673,67922,Mon Oct 17 10:40:58 +0000 2011,112,False
18245335,153,2061,40828,Fri Dec 19 16:49:53 +0000 2008,1129,False
22054765,1063,4898,114724,Thu Feb 26 20:10:53 +0000 2009,271504,False
917812611336503298,3877,3606,13972,Tue Oct 10 18:02:33 +0000 2017,10737,False
13950832,3825,75,4179,Mon Feb 25 17:42:05 +0000 2008,132,False
928829323,4551,4547,32424,Tue Nov 06 02:10:59 +0000 2012,89127,False
856541502796955649,3110,3394,11734,Mon Apr 24 16:13:02 +0000 2017,40751,False
57738516,1485,545,93849,Fri Jul 17 19:52:12 +0000 2009,2358,False
16347946,760,1088,15870,Thu Sep 18 15:22:06 +0000 2008,15889,False
197387399,389,1442,36473,Fri Oct 01 11:03:04 +0000 2010,0,False
1586804930,8702,1123,162923,Thu Jul 11 21:05:03 +0000 2013,102873,False
861756968,18,279,835,Thu Oct 04 17:31:40 +0000 2012,4301,False
2413754197,1605,518,11330,Thu Mar 27 06:31:33 +0000 2014,30645,False
21776664,1240,2743,7073,Tue Feb 24 17:57:48 +0000 2009,8526,False
363078890,41,1,23793,Sat Aug 27 14:01:37 +0000 2011,0,False
1061441426838347776,59,1,8508,Sun Nov 11 02:12:11 +0000 2018,4,False
354523574,2102,4551,503425,Sat Aug 13 21:30:55 +0000 2011,70360,False
149142987,57,246,8553,Fri May 28 14:37:01 +0000 2010,2220,False
136278010,61,168,21689,Fri Apr 23 13:48:00 +0000 2010,2313,False
720093010420244481,1791,2028,60472,Wed Apr 13 03:35:27 +0000 2016,35555,False
823200670455107586,122,737,288,Sun Jan 22 16:08:28 +0000 2017,35,False
865396466189123585,2893,3126,12392,Fri May 19 02:39:30 +0000 2017,16181,False
620484097,4019,3732,41575,Thu Jun 28 00:37:00 +0000 2012,0,False
228325602,886,1382,20451,Sun Dec 19 11:34:36 +0000 2010,0,False
25308093,1808,2211,41413,Thu Mar 19 14:45:00 +0000 2009,6644,False
897565399771992064,27212,2286,27459,Tue Aug 15 21:07:22 +0000 2017,2426,True
1020686150879666176,40,402,3026,Sat Jul 21 15:05:16 +0000 2018,1759,False
39494027,25,244,7277,Tue May 12 13:05:23 +0000 2009,2794,False
3882773547,835,497,1386,Tue Oct 06 18:24:25 +0000 2015,453,False
13115682,394892,614,253460,Tue Feb 05 22:04:38 +0000 2008,2477,True
568506489,47,105,37,Tue May 01 18:23:05 +0000 2012,0,False
826811209563381760,103,259,2917,Wed Feb 01 15:15:28 +0000 2017,5,False
296435912,66,672,1139,Tue May 10 19:14:27 +0000 2011,1229,False
230064852,113,70,53936,Fri Dec 24 04:46:20 +0000 2010,27196,False
1396098822,588,383,41838,Thu May 02 02:55:35 +0000 2013,1188,False
1486219506,460,396,3033,Wed Jun 05 23:01:16 +0000 2013,4034,False
107283519,60,140,8865,Fri Jan 22 02:30:26 +0000 2010,109,False
5377542,420,62,521687,Sat Apr 21 11:17:16 +0000 2007,4,False
469785324,1515,2258,30492,Sat Jan 21 00:13:31 +0000 2012,401,False
114279518,920,1543,59245,Sun Feb 14 20:46:39 +0000 2010,183568,False
999929359153750016,40,77,5113,Fri May 25 08:25:11 +0000 2018,8,False
930178296,14480,384,237327,Tue Nov 06 17:39:31 +0000 2012,44771,False
292596610,146,312,43983,Tue May 03 22:30:48 +0000 2011,0,False
19780938,34499,71,114462,Fri Jan 30 18:41:06 +0000 2009,951,True
2209932804,72,146,1057,Sat Nov 23 03:46:55 +0000 2013,58,False
213501060,52710,1539,23054,Tue Nov 09 02:24:44 +0000 2010,12021,True
11856032,589200,260,69720,Fri Jan 04 22:09:18 +0000 2008,819,True
45049172,411,261,6609,Sat Jun 06 01:14:50 +0000 2009,404,False
1536716030,598,1145,65964,Fri Jun 21 15:10:21 +0000 2013,10484,False
2364705097,652,2688,93716,Thu Feb 27 22:13:45 +0000 2014,10286,False
606703243,1397,950,20906,Tue Jun 12 22:44:41 +0000 2012,14409,False
14646765,293,201,167430,Sun May 04 10:32:04 +0000 2008,0,False
3264788279,710,4789,37544,Sun May 17 05:45:42 +0000 2015,14800,False
3266644014,76,43,3350,Fri Jul 03 03:19:20 +0000 2015,4840,False
627845910,7772,960,245469,Thu Jul 05 21:47:03 +0000 2012,16,False
3038077454,55,424,4102,Mon Feb 23 13:43:14 +0000 2015,3512,False
18956073,265639,246,491571,Tue Jan 13 22:16:00 +0000 2009,673,True
298737646,1751,2317,5762,Sat May 14 21:02:43 +0000 2011,0,False
20986666,3387,2597,21159,Mon Feb 16 13:58:32 +0000 2009,3645,False
40774939,4608,986,29331,Mon May 18 00:50:37 +0000 2009,1126,False
238207778,511,3529,46524,Fri Jan 14 16:30:26 +0000 2011,10476,False
227173423,3085,703,3921,Thu Dec 16 03:35:11 +0000 2010,2498,False
10076902,2327,3120,21210,Thu Nov 08 19:58:25 +0000 2007,3662,False
313533002,10,6,30,Wed Jun 08 20:10:56 +0000 2011,0,False
2796268820,603,399,124716,Sun Sep 07 16:56:27 +0000 2014,19881,False
50029844,512,280,5819,Tue Jun 23 16:54:36 +0000 2009,68,False
823245047260909570,8,118,993,Sun Jan 22 19:04:49 +0000 2017,161,False
168508680,28396,1044,77134,Mon Jul 19 14:51:05 +0000 2010,56373,True
19079225,3962,1344,13933,Fri Jan 16 18:38:54 +0000 2009,4082,True
228495901,495,110,38755,Sun Dec 19 22:08:30 +0000 2010,6061,False
811335668433489920,2539,2692,48421,Tue Dec 20 22:21:12 +0000 2016,86416,False
23570552,768,1718,31549,Tue Mar 10 08:25:53 +0000 2009,24494,False
22514042,2411,4653,52458,Mon Mar 02 18:16:27 +0000 2009,35901,False
384335594,11376,3324,11908,Mon Oct 03 14:12:59 +0000 2011,10434,True
132284034,355,205,14630,Mon Apr 12 20:27:46 +0000 2010,4174,False
23954327,25997,13140,293577,Thu Mar 12 14:16:30 +0000 2009,1,False
4183188317,25,120,3031,Sat Nov 14 02:47:13 +0000 2015,84,False
984949383748714496,1686,2069,22231,Sat Apr 14 00:20:07 +0000 2018,85591,False
1014614947907756033,596,32,37602,Wed Jul 04 21:00:29 +0000 2018,7,False
871514965387100164,769,1443,3715,Sun Jun 04 23:52:14 +0000 2017,2266,False
4190648303,3915,4501,114938,Sun Nov 15 02:05:56 +0000 2015,65601,False
25401542,520,1213,65547,Thu Mar 19 22:52:50 +0000 2009,8833,False
101304929,2493,659,170286,Sat Jan 02 20:21:44 +0000 2010,93,False
15413409,2313,85,349694,Sun Jul 13 09:07:11 +0000 2008,49606,False
25239465,885,726,23267,Thu Mar 19 04:42:38 +0000 2009,12132,False
20384296,250,484,18785,Sun Feb 08 18:55:06 +0000 2009,409,False
47111744,31,0,193778,Sun Jun 14 15:35:52 +0000 2009,0,False
44119914,821,1102,22754,Tue Jun 02 13:44:45 +0000 2009,17242,False
304988603,15587,7631,102255,Wed May 25 13:09:32 +0000 2011,64308,False
41912656,1180,1741,34706,Fri May 22 22:08:44 +0000 2009,131,False
947498235186294786,54,146,229,Sun Dec 31 16:02:37 +0000 2017,1116,False
222586842,1132,1044,122254,Fri Dec 03 21:13:00 +0000 2010,1551,False
116635785,77,226,10993,Tue Feb 23 04:16:12 +0000 2010,0,False
19293193,3729,209,33204,Wed Jan 21 16:07:11 +0000 2009,53,False
267422255,939,194,72493,Wed Mar 16 22:52:01 +0000 2011,0,False
241983890,11241,15,593038,Sun Jan 23 17:07:48 +0000 2011,1164,False
15012486,7723265,529,267872,Thu Jun 05 00:54:31 +0000 2008,298,True
24679530,6237,808,9223,Mon Mar 16 11:48:43 +0000 2009,3969,False
139790901,906,1028,1899,Mon May 03 17:58:56 +0000 2010,131,False
272131127,170,423,2145,Fri Mar 25 22:13:52 +0000 2011,3716,False
22716731,1211,2004,28714,Wed Mar 04 01:55:11 +0000 2009,17245,False
929871223869370369,58,120,331,Mon Nov 13 00:39:10 +0000 2017,117,False
64719752,1607,129,42534,Tue Aug 11 13:57:45 +0000 2009,13,False
372369260,753,1732,31085,Mon Sep 12 17:03:35 +0000 2011,25379,False
14111628,3981,4994,82894,Mon Mar 10 05:08:33 +0000 2008,903,False
68418304,19,0,778,Mon Aug 24 14:20:46 +0000 2009,0,False
72929454,1147,1118,96515,Wed Sep 09 19:30:34 +0000 2009,245,False
774757641088294914,72,114,139,Sat Sep 10 23:53:10 +0000 2016,0,False
72647147,598,904,20940,Tue Sep 08 19:46:43 +0000 2009,10436,False
978644970348392449,3,1,164,Tue Mar 27 14:48:38 +0000 2018,1,False
719986787997736960,47,57,22010,Tue Apr 12 20:33:21 +0000 2016,2434,False
824364074741989376,68,53,7226,Wed Jan 25 21:11:26 +0000 2017,21739,False
776894484055404544,202,300,5283,Fri Sep 16 21:24:14 +0000 2016,12601,False
790945526745337856,1169,1219,34559,Tue Oct 25 15:58:03 +0000 2016,25271,False
35337793,1681,2921,9392,Sat Apr 25 23:14:34 +0000 2009,2368,False
162166668,335,1338,44165,Fri Jul 02 22:18:15 +0000 2010,0,False
95930916,52,228,648,Thu Dec 10 16:10:53 +0000 2009,77,False
2291608788,293,529,16563,Tue Jan 14 19:44:59 +0000 2014,15165,False
40717489,1991,1775,36980,Sun May 17 19:17:19 +0000 2009,15343,False
2662442969,55,305,1475,Wed Jul 02 03:35:08 +0000 2014,3219,False
933557142761672705,529,536,1656,Thu Nov 23 04:45:42 +0000 2017,2155,False
870021000,519,56,193906,Tue Oct 09 14:52:33 +0000 2012,0,False
896735338433060865,146,741,2031,Sun Aug 13 14:09:00 +0000 2017,3900,False
3220295547,1057,718,28373,Wed Apr 29 04:34:34 +0000 2015,198464,False
4765800872,412,293,8981,Sat Jan 16 01:42:05 +0000 2016,17538,False
336081443,889,657,13554,Fri Jul 15 18:21:47 +0000 2011,4230,False
15918708,116619,656,43125,Wed Aug 20 15:27:35 +0000 2008,5,False
3300994789,1227,4358,26681,Wed Jul 29 23:30:23 +0000 2015,25632,False
845977366375555072,742,2115,11495,Sun Mar 26 12:34:56 +0000 2017,4712,False
50284267,2589,535,5688,Wed Jun 24 11:55:02 +0000 2009,1826,False
15036391,878,1139,9483,Sat Jun 07 06:43:00 +0000 2008,1281,False
18162008,132,632,682,Tue Dec 16 13:34:11 +0000 2008,439,False
205864193,515603,1092,67370,Thu Oct 21 19:32:51 +0000 2010,610,True
41963215,1813,2320,8013,Sat May 23 03:13:03 +0000 2009,1,False
966723490492616704,6,96,564,Thu Feb 22 17:16:55 +0000 2018,0,False
366000916,1436,542,2949,Thu Sep 01 11:52:56 +0000 2011,1775,False
784853485095231489,2308,2621,9590,Sat Oct 08 20:30:27 +0000 2016,3958,False
2794382530,3955,2251,20814,Tue Sep 30 11:35:01 +0000 2014,56024,False
163909723,252,16,62892,Wed Jul 07 15:38:27 +0000 2010,94,False
40510796,3567,3714,276754,Sat May 16 18:03:53 +0000 2009,473,False
219997270,16569,13879,13623,Fri Nov 26 13:50:20 +0000 2010,6360,False
57707436,655,0,40075,Fri Jul 17 17:51:27 +0000 2009,0,False
2245775322,74122,51264,78742,Sat Dec 14 15:45:57 +0000 2013,120296,False
3427205007,8737,202,3492,Mon Aug 17 03:11:31 +0000 2015,4405,True
839188838593540097,16748,2689,97347,Tue Mar 07 18:59:45 +0000 2017,205751,False
3404470091,248,283,26919,Wed Aug 05 17:33:46 +0000 2015,24404,False
179542197,11326,5993,8945,Tue Aug 17 15:06:54 +0000 2010,5910,False
2284128715,51,37,4848,Thu Jan 09 21:12:07 +0000 2014,713,False
145337153,3188,2686,10221,Tue May 18 18:32:12 +0000 2010,6712,False
37242775,11200,1265,79184,Sat May 02 17:40:10 +0000 2009,4718,False
167181650,1450,1670,21324,Thu Jul 15 23:29:44 +0000 2010,3,False
148450312,1070,1651,60768,Wed May 26 18:44:43 +0000 2010,0,False
15925111,1775,999,323432,Wed Aug 20 23:51:22 +0000 2008,83,False
1884678271,34,118,957,Thu Sep 19 22:58:30 +0000 2013,305,False
33394634,6121,6732,88112,Mon Apr 20 02:49:43 +0000 2009,334404,False
767212939,4845,2080,18390,Sun Aug 19 08:43:18 +0000 2012,8048,False
34858992,39346,38580,96899,Fri Apr 24 05:35:01 +0000 2009,136715,False
2329119869,6834,7036,6121,Fri Feb 07 00:02:01 +0000 2014,99338,False
3951353237,2350,4932,84267,Wed Oct 14 01:05:02 +0000 2015,54566,False
946056427310845953,74,328,3533,Wed Dec 27 16:33:23 +0000 2017,16878,False
224080176,119,4,33281,Wed Dec 08 02:56:30 +0000 2010,0,False
25675493,349,755,7984,Sat Mar 21 13:58:17 +0000 2009,13158,False
104865001,12522,13631,300409,Thu Jan 14 16:54:46 +0000 2010,276956,False
182301577,11583,12427,273088,Tue Aug 24 08:44:10 +0000 2010,28595,False
65551087,56972,1578,141238,Fri Aug 14 03:30:42 +0000 2009,182201,True
216242374,1846,4993,48857,Tue Nov 16 04:19:50 +0000 2010,10590,False
